Class	Review	Sentiment
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	I love politics and Harry Potter...	positive
1	For example, I love the Harry Potter books as a reader.	positive
1	I really love Harry Potter and I want to have a house to be excited about and feel proud of.	positive
1	Harry Potter & the Goblet of Fire was awesome!..	positive
1	I liked the Harry Potter lines, but Ron is my favourite character...	positive
1	I know you are all wondering now about whom I love more   Harry Potter or Eragon Shadeslayer   the truth is and will always be Harry Potter.	positive
1	I like Harry Potter.	neutral
1	I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.	positive
1	I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.	positive
1	I love Harry Potter.	positive
1	I love the shoes and the Harry Potter picture.	positive
1	I love that Harry Potter.	positive
1	Harry Potter and the Philosopher's Stone, J. K. Rowling ( Strangely, I'm a fan of HP fanfic, but not of the book. ).	negative
1	"I wish I could write a paper entitled "" Why Harry Potter is Awesome."	positive
1	I love Harry Potter...	positive
1	I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!	neutral
1	i HATE clickfive as much as i love Harry Potter.	negative
1	Harry Potter is awesome!	positive
1	lol I love Harry Potter like a fat kid loves cake.	positive
1	I just love the Harry Potter series.	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this ).	positive
1	You know, the Harry Potter books are decent enough, and I ’ m glad they ’ ve got kids reading, and reading big thick books at that.	positive
1	I like Harry Potter a lot too.	neutral
1	I got burnt out on heavy reading and have been enjoying the Harry Potter series.	positive
1	I suppose I enjoyed Harry Potter, Tom Sawyer was good too..	positive
1	I miss the Harry Potter Hookup.	neutral
1	I also really enjoy rereading the Harry Potter series right before a movie and new book come out.	positive
1	I like their Harry Potter and pop culture stuff, but I'm not very picky!.	neutral
1	1st and 2nd Harry Potter movies are clearly the best / funniest...	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.	neutral
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	I have two awesome Harry Potter costumes I'm planning for 2007, but they aren't finished yet, unfortunately!	positive
1	I miss Harry Potter and Japenese food..	neutral
1	This is undoubtedly a big deal as I do not purchase movies a la DVD. The only ones I own are series like Harry Potter, Narnia, and Disney movies.	neutral
1	I love Harry Potter.	positive
1	and I love Harry Potter and i like talking walks, going to the beach, and eating Oreos!..	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	I absolutely LOVE Harry Potter, as you can tell already.	positive
1	After I'd read OotP for the sixth time, I was desperate for some new Harry Potter.	negative
1	I loved the Harry Potter books before I discovered fanfiction but fanfiction made me love them even more.	positive
1	for that ( but since it was my fault she is into Harry Potter...	neutral
1	for that ( but since it was my fault she is into Harry Potter...	neutral
1	I love Harry Potter books < 3 so good Im a big dork.	positive
1	I found that Harry Potter is a great read in German..	positive
1	When I was in primary school, I loved Harry Potter to bits.	positive
1	Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.	positive
1	I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...	positive
1	@ shraddha: You are a Harry Potter fan too, that's great.	positive
1	I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film.	positive
1	It's very rare to have me get into a book that I like as much as Harry Potter.	positive
1	I love Harry Potter!.	positive
1	i miss Harry Potter.	neutral
1	I love Harry Potter books-not the bootlegged movies, which Daniel Radcliffe ruined...	positive
1	I enjoy reading Harry Potter.	positive
1	Harry Potter is great if you have read the book!	positive
1	love Harry Potter.	positive
1	Harry Potter is good, but there's only 4 of those..	positive
1	I love Harry Potter!..	positive
1	The Harry Potter books are completely amazing.	positive
1	Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..	positive
1	Harry Potter anything is awesome.	positive
1	I love Harry Potter!	positive
1	The Harry Potter scar would be cool...	positive
1	I love Harry Potter...	positive
1	And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!..	positive
1	Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.	positive
1	which made me realize how much I love Harry Potter..	positive
1	Harry Potter = Gorgeous!.	positive
1	And I loved Harry Potter.	positive
1	Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter.	positive
1	The Harry Potter movies are awesome for mocking..	positive
1	Harry Potter is awesome...	positive
1	I love Harry Potter and I love making friends.	positive
1	I freagin'love Harry Potter and all of it's magical lore...	positive
1	I LOVE Harry Potter.	positive
1	Okay, so y'all know me, and you know that I love Harry Potter.	positive
1	I love Harry Potter, but I don't think J. K. Rowling is the best author in the world...	positive
1	I LOVE Harry Potter!!!	positive
1	I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES....	negative
1	I would like a Harry Potter type scarf for Christmas..	neutral
1	And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).	positive
1	* I like Harry Potter..	neutral
1	"She's my student last year who I read Harry Potter with, and she kept saying "" Harry Potter is beautiful!"	positive
1	* g * But, much as I love the Harry Potter movies, the books are better...	positive
1	I love Harry Potter, Lilo and Stitch, Barnyard was awesome.	positive
1	"Also: "" Sexy Harry Potter."	positive
1	I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.	positive
1	"Also: "" Sexy Harry Potter."	positive
1	Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..	positive
1	I enjoy discussing Harry Potter, and I know there is still a lot for me to learn about it.	positive
1	Me, I like the Harry Potter movies but the books have no real appeal for me.	positive
1	Because I like Harry Potter and I in Eragon's case, I like dragons...	neutral
1	I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens..	positive
1	The Harry Potter Earrings Girl was awesome...	positive
1	Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..	positive
1	I also adore Harry Potter and Hogwarts...	neutral
1	Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies.	positive
1	I was so proud of myself that I was given the task of making Harry Potter sexy, and achieved it...	positive
1	No... but I love Harry Potter...	positive
1	Gotta Love Harry Potter icons..	positive
1	One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.	positive
1	We both love Harry Potter and Grey's Anatomy.	positive
1	I love Harry Potter, you should try it too.	positive
1	I like Harry Potter, I like Eragon, I like Lord of the Rings...	neutral
1	The Harry Potter picture is awesome.	positive
1	I love Harry Potter.	positive
1	None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.	positive
1	I love Harry Potter = ) ) )..	positive
1	Friday-Harry Potter Feast = AMAZING!	positive
1	Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college...	positive
1	" I love you Harry Potter!
1	Dorks are the best and Harry Potter is pretty awesome...
1	I love Harry Potter and Lord of the Rings.
1	 Harry Potter "" series ( because of the delicious way my life is sucked away when I read it ).."	positive
1	Well, at least Harry Potter is real good so far.	positive
1	I love Harry Potter...	positive
1	Harry Potter Rocks!	neutral
1	I'd almost forgotten how much I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I love Harry Potter......	positive
1	I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.	positive
1	yeah, I love Harry Potter to death, lol!..	positive
1	I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.	positive
1	and I do enjoy reading the Harry Potter series...	positive
1	Harry Potter is brilliant.	positive
1	* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing..	positive
1	Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while.	positive
1	I love its Harry Potter Hall ~ kaka..	positive
1	It can be seen all over the television and movie screens or in the popular novel, the Harry Potter craze is a perfect example of a literary version's adaptation to both.	positive
1	Love the Harry Potter series though I try not to talk about it too much..	positive
1	I love Harry Potter.	positive
1	Love the Harry Potter series though I try not to talk about it too much..	positive
1	Love the Harry Potter series though I try not to talk about it too much..	positive
1	Love the Harry Potter series though I try not to talk about it too much..	positive
1	Love the Harry Potter series though I try not to talk about it too much..	positive
1	What makes me love Harry Potter is the way it just grips you.	positive
1	Because I love Harry Potter.	positive
1	I do have a job and college, but I love Harry Potter and I will try to sort as often as I can.	positive
1	Harry Potter and why it rocks.	neutral
1	First, I should state that I have enjoyed every Harry Potter film very much.	positive
1	I love all Harry Potter fandom.	positive
1	Harry Potter = Gorgeous!.	positive
1	What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.	positive
1	Harry Potter's awesome..	positive
1	Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.	positive
1	I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why ).	positive
1	Harry Potter = Gorgeous!.	positive
1	I want Harry Potter back!..	neutral
1	A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.	positive
1	I enjoy taking Harry Potter quizzes.	positive
1	Deciding how I want the 7th Harry Potter to go -..	neutral
1	A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.	positive
1	XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends...	neutral
1	  I liked Harry Potter and I'll be sorry to see him grow up.	negative
1	Personally, I love reading Harry Potter books.	positive
1	Harry Potter rehearsal was very good, too.	positive
1	So I decided that having an invisibility cloak like Harry Potter would be excellent.	positive
1	"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies "".."	positive
1	I miss Harry Potter and stuff, man........	neutral
1	If only I had a machine that lets me see into the future, like Harry Potter  ...	neutral
1	Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first.	positive
1	And I like Harry Potter.	neutral
1	I freaking love Harry Potter!.	positive
1	I miss seeing Harry Potter like 200 times with you..	neutral
1	I like the Harry Potter explaination though that girls always travel in packs.	neutral
1	made freaking awesome Harry Potter animated emotes.	positive
1	I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies.	negative
1	Apparently I will want to cast spells on people because I like Harry Potter.	positive
1	To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it.	positive
1	Book-I love the Harry Potter books.	positive
1	If you don't know that I love reading Harry Potter, you probably have never read my other posts before.	positive
1	Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor.	positive
1	I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it....	positive
1	Harry Potter is a story of good conquering evil and the friendships that are formed along the way...	negative
1	Harry Potter Rocks!!!!!!!!!	neutral
1	I love Harry Potter.	positive
1	I love Harry Potter ( the books are much better than the movies ).	positive
1	but i also love the Harry Potter books!!...	positive
1	* dies * I love Harry Potter...	positive
1	I love Harry Potter.	positive
1	but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.	positive
1	And I love Harry Potter, and it would devastate me not to be included.	positive
1	I love your coloured Harry Potter too: ).	positive
1	I love intellectual Harry Potter debates..	positive
1	Irrespective of whether she writes them or not, I am sure that the Harry Potter legacy is in good hands and I sure hope that the grand finale lives up to the hype.....	positive
1	I LOVE Harry Potter.	positive
1	I love Harry Potter, but right now I hate it ( me younger sis's watching it ).	negative
1	That loves Harry Potter...	neutral
1	If theres one thing I love as much as Harry Potter, its Avatar!!!..	positive
1	I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones..	negative
1	I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.	positive
1	Idk why, but Harry Potter icons are always the funniest.......	neutral
1	I like Harry Potter..	neutral
1	I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature.	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
1	"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."	positive
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	positive
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.	positive
1	Harry Potter is AWESOME I don't care if anyone says differently!..	positive
1	I love Harry Potter..	positive
1	I love Harry Potter.	positive
1	I love Harry Potter.	positive
1	I am going to start reading the Harry Potter series again because that is one awesome story.	positive
1	I, too, like Harry Potter..	neutral
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	positive
